productCode,prodName,productTypeNo,productTypeName,productGroupName,garmentGroupNo,garmentGroupName,detailDesc
507431,Wet Tee,255,T-shirt,Garment Upper body,1005,Jersey Fancy,"T-shirt in hard-washed slub cotton jersey with a slightly wider, raw-edge neckline and seam centre back. Short sleeves with sewn-in turn-ups, and a rounded hem with slits in the sides. Slightly longer at the back."
507706,PLUTO WINTER TIGHTS,273,Leggings/Tights,Garment Lower body,1005,Jersey Fancy,"Running tights in fast-drying functional fabric with a brushed thermal inside, elastication and a concealed drawstring waist, a zipped key pocket at the back and a zip at the hems. Reflective details."
507834,Iggy knit,252,Sweater,Garment Upper body,1003,Knitwear,"Fine-knit jumper in cotton slub yarn with long sleeves, a visible seam at the back and raw edges around the neckline, cuffs and hem."
507883,Ellen Thong (Malva) L 3pk,286,Underwear bottom,Underwear,1017,"Under-, Nightwear",
507909,Rebecca or Delphine shirt,259,Shirt,Garment Upper body,1010,Blouses,"Gently tailored shirt in a stretch cotton blend with a turn-down collar, V-neck, buttons down the front and buttoned cuffs."
507910,Isabella,259,Shirt,Garment Upper body,1010,Blouses,"Fitted shirt in a stretch weave made from a cotton blend with a collar and concealed buttons down the front. Chest pocket, long sleeves with buttoned cuffs, and a gently rounded hem."
507987,Stina scarf,80,Scarf,Accessories,1019,Accessories,"Scarf in a soft, fine knit with fringes on the short sides. Size 45x190 cm."
508184,Irma SL print (K),297,Pyjama set,Nightwear,1017,"Under-, Nightwear","Pyjamas in soft jersey. Wide, short-sleeved top with a print motif on the front. Short shorts with an elasticated drawstring waist."
508318,Liza Padded (Idro) 2pk,306,Bra,Underwear,1017,"Under-, Nightwear","Bras in microfibre and mesh with underwired, padded cups that shape the bust and provide good support. Adjustable shoulder straps and a hook-and-eye fastening at the back."
508543,BEN POLO TP,257,Polo shirt,Garment Upper body,1005,Jersey Fancy,"Short-sleeved polo shirt in cotton piqué with a ribbed collar, button placket, small embroidery detail on the chest and short slits in the sides. Slightly longer at the back."
508671,LOUIS HOOD SET (1),308,Hoodie,Garment Upper body,1005,Jersey Fancy,"Hooded top and joggers in printed sweatshirt fabric. Top with an unlined hood and ribbing at the cuffs and hem. Joggers with an elasticated drawstring waist, side pockets and ribbed hems."
508691,Juno regular shirt,259,Shirt,Garment Upper body,1010,Blouses,"Shirt in an airy cotton weave with a collar and buttons down the front. Chest pocket, buttoned cuffs and a rounded hem. Longer at the back."
508929,NIKE,272,Trousers,Garment Lower body,1002,Jersey Basic,Leggings in sturdy jersey made from an organic cotton blend with an elasticated waist.
508942,HOLIDAY DRESS (1),265,Dress,Garment Full body,1002,Jersey Basic,"Long-sleeved dress in lightweight sweatshirt fabric with frills down the front, a gathered seam at the waist and a flared skirt. Unlined. The cotton content of the dress is organic."
509042,Minna PU pants,273,Leggings/Tights,Garment Lower body,1013,Dresses Ladies,"Leggings in stretch imitation leather with a low waist, extended waistband with a concealed button, and fly with a visible zip. Fake pockets with decorative zips at the front and quilted details on the knees."
509091,Lola Brazilian (Acacia) 3pk,286,Underwear bottom,Underwear,1017,"Under-, Nightwear","Brazilian briefs in microfibre and lace with a low waist, lined gusset and half-string back."
509134,Jaguar,253,Vest top,Garment Upper body,1005,Jersey Fancy,"Vest top in stretch jersey made from recycled polyester with deep armholes, cut-out sections at the sides and an elasticated hem."
509135,Martini price tank,253,Vest top,Garment Upper body,1005,Jersey Fancy,Fitted jersey cropped top in a cotton blend with a print motif on the front.
509210,Babe L/S,254,Top,Garment Upper body,1005,Jersey Fancy,"Long top in soft, ribbed jersey with long sleeves, high slits in the sides and a rounded, raw-edge hem. Longer at the back."
509415,Lionel Longjohn,287,Long John,Underwear,1017,"Under-, Nightwear","Longjohns in soft organic cotton jersey with and elasticated waist, button fly and ribbed hems."
509629,Juni Thong (Malva) Low 3pk,286,Underwear bottom,Underwear,1017,"Under-, Nightwear","Thong briefs in microfibre with a mid waist, lined gusset, narrow sides and string back."
509642,Assa,275,Skirt,Garment Lower body,1012,Skirts,Knee-length skirt in a crêpe weave with a concealed zip at the back and asymmetric hem with an overlocked edge. Unlined.
509669,Juni 2pk Push Melbourne Micro,306,Bra,Underwear,1017,"Under-, Nightwear","Microfibre push-up bras with lace details and underwired, moulded, padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps and a fastening at the back with two pairs of hooks and eyes."
509732,Mendez tank,253,Vest top,Garment Upper body,1005,Jersey Fancy,"Vest top in fast-drying, breathable functional fabric with a print motif on the front and contrasting colour details. Regular fit."
509893,Chuck Hood,308,Hoodie,Garment Upper body,1005,Jersey Fancy,"Sleeveless sports top in jersey with a mesh-lined hood with a drawstring and collar, and a rounded hem."
510074,Barza,272,Trousers,Garment Lower body,1005,Jersey Fancy,"Joggers in soft jersey with wide elastication at the waist, side pockets and tapered legs."
510126,Vincent Dress,265,Dress,Garment Full body,1013,Dresses Ladies,"Tunic in an airy viscose weave with a collar, concealed button placket and side pockets. Long sleeves with buttoned cuffs and a rounded hem with slits in the sides. Slightly longer at the back."
510283,MERMAID high triangle,298,Bikini top,Swimwear,1018,Swimwear,Fully lined bikini top with removable inserts and small frill trims. Ties at the back and back of the neck.
510419,Nilla leather sandal,91,Sandals,Shoes,1020,Shoes,
510420,Dolly leather sandal,91,Sandals,Shoes,1020,Shoes,"Mules with open toes, leather linings and insoles, and covered heels approx. 2.5 cm."
510465,Moa 2-pack,253,Vest top,Garment Upper body,1005,Jersey Fancy,Vest tops in organic cotton jersey with a rounded hem.
510684,Lory sweatpants,272,Trousers,Garment Lower body,1009,Trousers,"Trousers in soft sweatshirt fabric with an elasticated drawstring waist, zipped side pockets and ribbed hems."
511105,Christian sunglasses,81,Sunglasses,Accessories,1019,Accessories,"Sunglasses with plastic and metal frames and UV-protective, tinted mirrored lenses."
511590,Edwin hood,308,Hoodie,Garment Upper body,1005,Jersey Fancy,"Jacket in sweatshirt fabric with a pile-lined, drawstring hood, zip down the front, side pockets and ribbing at the cuffs and hem. Pile lining."
511651,BRENDA running glove,71,Gloves,Accessories,1019,Accessories,"Running gloves with uppers in windproof, functional fabric and ribbed cuffs. The tops of the thumb and index finger are made from touchscreen-compatible material."
511783,Rachel Scarf,80,Scarf,Accessories,1019,Accessories,"Scarf in soft, fine knit with a brushed finish. Fringes on the short sides. Size 65x180 cm."
511924,Leona Push Mirny,306,Bra,Underwear,1017,"Under-, Nightwear","Push-up bra in lace and mesh with underwired, moulded, padded cups for a larger bust and fuller cleavage. Lace racer back, narrow adjustable shoulder straps, a wide mesh strap at the back and metal fastener at the front."
512075,Emily push body (1),283,Underwear body,Underwear,1017,"Under-, Nightwear","Body in sturdy microfibre and lace with a shaping effect on the waist and seat. Narrow, adjustable shoulder straps, underwired, moulded, padded cups that lift and shape, and an opening and hook-and-eye fasteners at the back. Lined gusset with concealed press-studs."
512251,Sonja sweater dress,265,Dress,Garment Full body,1002,Jersey Basic,"Short dress in lightweight sweatshirt fabric with dropped shoulders, 3/4-length sleeves with sewn-in turn-ups and short slits in the sides."
513257,Amelia swettis,252,Sweater,Garment Upper body,1005,Jersey Fancy,"Top in light, printed sweatshirt fabric with ribbing around the neckline, cuffs and hem."
513373,Hepburn top,253,Vest top,Garment Upper body,1010,Blouses,"Satin top with a V-neck, lace trim at the top and narrow, adjustable shoulder straps."
513699,R-NECK SS BASIC 3 PK,255,T-shirt,Garment Upper body,1002,Jersey Basic,Round-necked T-shirts in organic cotton jersey.
514134,Allie,87,Boots,Shoes,1020,Shoes,"Ankle boots with elastic gores in the sides, faux fur linings and insoles and thermoplastic rubber (TPR) soles. Heel 9 cm."
514482,Pepper padded softbra molly,306,Bra,Underwear,1017,"Under-, Nightwear",Non-wired triangle bra in microfibre and lace with moulded cups that give the bust a natural shape and light support. Wide fastening at the back with three pairs of hooks and eyes.
514577,Alex tee,258,Blouse,Garment Upper body,1010,Blouses,Short-sleeved blouse in an airy weave with a round neckline and short slits in the sides. Slightly longer at the back.
515514,Rosie trim,262,Jacket,Garment Upper body,1007,Outdoor,"Short kimono in a textured, crinkled viscose weave with dropped shoulders, 3/4-length sleeves, pompoms at the cuffs and hem. No buttons."
515581,Gabriel quilted round bag,66,Bag,Accessories,1019,Accessories,"Sturdy, round, imitation leather shoulder bag with a quilted front. Zip at the top, one small inner compartment and a metal chain shoulder strap. Lined. Size 5x18.5 cm."
515769,Merlin r-neck stripe,252,Sweater,Garment Upper body,1003,Knitwear,"Long-sleeved, fine-knit jumper in a cotton blend with ribbing around the neckline and cuffs."
516000,Agnes LS R-neck,255,T-shirt,Garment Upper body,1005,Jersey Fancy,Fitted top in stretch jersey with a round neck and long sleeves.
516219,Viola Boot,87,Boots,Shoes,1020,Shoes,"Ankle boots in imitation leather with decorative seams, lacing at the front and a loop at the back. Fabric linings and insoles and rubber soles. Heel 2.5 cm."
516656,TLC Top,252,Sweater,Garment Upper body,1005,Jersey Fancy,"Long, airy top in soft jersey with long sleeves, visible seams and an asymmetric cut to the raw-edge hem. Longer at the back."
516712,Jess oversize LS,254,Top,Garment Upper body,1002,Jersey Basic,Oversized top in soft jersey made from a cotton blend with dropped shoulders and long sleeves.
516741,Skinny HW shaping,272,Trousers,Garment Lower body,1009,Trousers,"Shaping. 5-pocket jeans in washed denim with technical stretch that holds in and shapes the tummy, thighs and seat while keeping the jeans in shape. High waist and skinny legs."
516859,James basic hip belt (1),67,Belt,Accessories,1019,Accessories,Belt in embossed imitation leather with a metal buckle. Width 3 cm.
516903,Sally Structure TVP,252,Sweater,Garment Upper body,1003,Knitwear,"Jumper in a textured cotton-blend knit with dropped shoulders and ribbing around the neckline, cuffs and hem."
517762,Mary DTP,92,Heeled sandals,Shoes,1020,Shoes,"Sandals in imitation suede with straps over the foot and ribbed elastic around the heel. Imitation leather linings and insoles and rubber soles. Covered block heels, 6.5 cm."
517959,ROSIE 5p,286,Underwear bottom,Underwear,1017,"Under-, Nightwear",Cotton jersey boxer briefs in various designs with an elasticated waist and lined gusset.
518329,Space Treggings,272,Trousers,Garment Lower body,1009,Trousers,"Treggings in superstretch twill with an elasticated waist, fake pockets at the front and real pockets at the back."
519516,STYLO SLIM SHIRT,259,Shirt,Garment Upper body,1011,Shirts,"Shirt in a textured cotton weave with a cutaway collar, classic front, and long sleeves with adjustable buttoning at the cuffs. Yoke at the back, a contrasting colour on the inside of the collar stand and cuffs, and a rounded hem. Slim fit with narrow shoulders and a tapered waist for a fitted silhouette."
519583,Skinny R.W Chic,272,Trousers,Garment Lower body,1016,Trousers Denim,"5-pocket jeans in washed stretch denim with a regular waist, zip fly and button at the waist, and skinny legs."
519588,Siri cardigan,245,Cardigan,Garment Upper body,1003,Knitwear,"Cardigan in a soft knit with dropped shoulders, long sleeves, front pockets and no buttons."
519589,Mandy jacquard,274,Shorts,Garment Lower body,1025,Shorts,"Shorts in a jacquard weave with a slight sheen. Regular waist that is elasticated at the back, pleats at the front, side pockets and wide legs."
519749,Bama (1),252,Sweater,Garment Upper body,1003,Knitwear,"Wide jumper in a soft, fine knit containing some wool with dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem."
519847,Jupiter,252,Sweater,Garment Upper body,1003,Knitwear,"Jumper in a soft knit containing some wool with a V-neck, low dropped shoulders and roll edges at the cuffs and hem. Longer at the back."
520427,X-mas Pattern 5p socks,302,Socks,Socks & Tights,1021,Socks and Tights,Jacquard-knit socks in a soft cotton blend containing glittery threads with scalloped tops.
520508,VELOUR hoodie,252,Sweater,Garment Upper body,1005,Jersey Fancy,"Velour hooded top with a jersey-lined hood, kangaroo pocket and jersey ribbing at the cuffs and hem."
520509,VELOUR jogger,272,Trousers,Garment Lower body,1005,Jersey Fancy,Joggers in velour with an elasticated drawstring waist and tapered legs with ribbed jersey hems.
520829,Mo,253,Vest top,Garment Upper body,1005,Jersey Fancy,Straight-cut V-neck top in a linen weave with narrow shoulder straps.
521269,Sirpa mockneck,252,Sweater,Garment Upper body,1003,Knitwear,"Jumper in a soft, rib knit with a small, ribbed stand-up collar and long sleeves."
521302,Make the boys wink,252,Sweater,Garment Upper body,1003,Knitwear,"Wide jumper in a soft rib knit containing some wool with low dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem."
